K493,BROOKLYN COLLEGIATE ,7-r,7-m,7-w,2010
K514,Frederick Douglass Academy VII High School ,8-r,7-m,8-w,2010
K643,Brooklyn Democracy Academy ,6-r,7-m,6-w,2010
K645,EBC High School for Public Service - East New York ,7-r,7-m,7-w,2010
K646,ASPIRATIONS DIPLOMA PLUS HIGH SCHOOL ,6-r,6-m,6-w,2010
K647,METROPOLITAN DIPLOMA PLUS HIGH SCHOOL ,7-r,7-m,7-w,2010
K697,TEACHERS PREPARATORY SCHOOL ,7-r,7-m,7-w,2010
Q264,ACADEMY OF FINANCE AND ENTERPRISE ,8-r,8-m,8-w,2010
Q267,High School of Applied Communication ,8-r,8-m,8-w,2010
Q293,Civic Leadership Academy ,0-r,0-m,0-w,2010
Q296,Pan American International High School ,0-r,0-m,0-w,2010
Q299,BARD HIGH SCHOOL EARLY COLLEGE II ,10-r,10-m,10-w,2010
Q455,NEWTOWN HIGH SCHOOL ,7-r,8-m,7-w,2010
Q485,GROVER CLEVELAND HIGH SCHOOL ,7-r,8-m,7-w,2010
Q520,MIDDLE COLLEGE HIGH SCHOOL ,7-r,8-m,7-w,2010
Q530,INTERNATL HS@LA GUARDIA COMM C ,7-r,8-m,7-w,2010
Q550,HIGH SCHOOL FOR ARTS/BUSINESS ,7-r,7-m,7-w,2010
